City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
trairi,-3.2778,-39.2689,76.53,86,100,6.02,BR,1619740070
coahuayana,18.7333,-103.6833,82.4,51,90,13.8,MX,1619739752
yima,34.7381,111.8839,63.43,38,42,5.17,CN,1619740334
nizhniy kuranakh,58.8353,125.4869,32.76,100,94,1.9,RU,1619740334
sayyan,15.1718,44.3244,57.52,72,25,3.78,YE,1619740334
shibetsu,43.659,145.132,39.2,100,75,13.8,JP,1619740082
kruisfontein,-34.0033,24.7314,57.0,95,100,1.01,ZA,1619739781
shirokiy,49.758,129.523,51.15,42,98,13.06,RU,1619740335
chicama,-7.8447,-79.1469,62.6,94,1,9.22,PE,1619739745
sitangkai,4.6628,119.3928,84.07,68,37,5.1,PH,1619740336
chabahar,25.2919,60.643,83.66,60,73,5.57,IR,1619740336
devonport,-41.1667,146.35,59.0,90,72,2.77,AU,1619740337
mandalgovi,45.7625,106.2708,33.98,62,21,18.61,MN,1619740337
coihaique,-45.5752,-72.0662,57.2,67,75,3.44,CL,1619740337
paracuru,-3.41,-39.0306,82.0,73,100,10.0,BR,1619740338
yenotayevka,47.2456,47.0281,53.65,60,48,8.05,RU,1619740338
boa vista,2.8197,-60.6733,80.6,78,40,3.44,BR,1619739742
sisophon,13.5859,102.9737,78.26,84,100,4.94,KH,1619740339
alyangula,-13.8483,136.4192,77.0,100,31,9.89,AU,1619740339
port hedland,-20.3167,118.5667,75.2,50,0,3.44,AU,1619740339
comodoro rivadavia,-45.8667,-67.5,66.2,48,0,4.61,AR,1619740340
mutoko,-17.397,32.2268,60.62,80,12,3.13,ZW,1619740340
daru,-9.0763,143.2092,79.97,83,57,9.13,PG,1619739783
yumbe,3.4651,31.2469,65.75,91,87,5.57,UG,1619740341
birao,10.2849,22.7882,78.76,46,100,4.47,CF,1619740341
muros,42.7762,-9.0603,46.99,86,2,10.65,ES,1619739754
yarim,14.298,44.3779,55.71,74,20,3.74,YE,1619740268
zeya,53.75,127.2667,39.27,65,93,6.15,RU,1619740342
jishou,28.3167,109.7167,69.4,73,0,2.33,CN,1619740342
los llanos de aridane,28.6585,-17.9182,64.4,77,40,3.44,ES,1619740343
zlobin,45.2924,14.6541,59.0,94,75,8.05,HR,1619740343
lithakia,37.7167,20.8333,64.99,94,20,7.0,GR,1619740343
broken hill,-31.95,141.4333,68.0,28,0,8.05,AU,1619740344
nanakuli,21.3906,-158.1547,82.99,54,75,10.36,US,1619740344
tiete,-23.1019,-47.7147,64.99,72,0,18.41,BR,1619740345
yar-sale,66.8333,70.8333,25.12,96,100,7.43,RU,1619740345
den helder,52.9599,4.7593,46.0,93,75,4.61,NL,1619740345
mustasaari,63.1142,21.6822,36.0,93,0,4.61,FI,1619740346
gat,31.61,34.7642,64.4,77,0,3.44,IL,1619740146
hope,33.6671,-93.5916,78.8,69,75,11.5,US,1619740346
road town,18.4167,-64.6167,79.0,83,40,11.5,VG,1619740210
garmsar,35.2182,52.3409,68.36,29,0,7.54,IR,1619740347
nicoya,10.1483,-85.452,82.4,61,0,11.5,CR,1619740347
okahandja,-21.9833,16.9167,57.0,51,29,3.85,NA,1619740348
gilgit,35.9221,74.3087,58.5,49,2,4.03,PK,1619740348
aktash,50.3,87.7333,39.56,68,91,6.15,RU,1619740348
tahoua,14.8888,5.2692,89.6,14,0,7.09,NE,1619740349
anadyr,64.75,177.4833,21.2,79,0,11.18,RU,1619740349
chupa,66.27,33.0549,30.2,84,100,9.13,RU,1619740349
terlizzi,41.1311,16.5453,66.2,45,0,9.22,IT,1619740350
marsh harbour,26.5412,-77.0636,76.12,75,94,13.47,BS,1619740350
namibe,-15.1961,12.1522,74.84,71,76,4.09,AO,1619739702
platteville,42.7342,-90.4785,71.6,45,20,13.8,US,1619740350
oltedal,58.831,6.0466,41.0,65,0,4.45,NO,1619740351
tabalosos,-6.35,-76.6833,78.8,83,75,2.3,PE,1619740351
morro bay,35.3658,-120.8499,82.0,31,17,1.99,US,1619740300
adrar,20.5022,-10.0711,80.87,29,38,12.1,MR,1619740352
laranjeiras do sul,-25.4078,-52.4161,53.28,57,0,3.89,BR,1619740352
veraval,20.9,70.3667,80.17,77,88,11.88,IN,1619740353
rio grande,-32.035,-52.0986,52.0,91,0,6.69,BR,1619740353
sisimiut,66.9395,-53.6735,36.59,76,100,2.57,GL,1619739622
vestmannaeyjar,63.4427,-20.2734,43.5,80,98,6.96,IS,1619739590
grande prairie,55.1667,-118.8027,64.4,36,75,17.27,CA,1619740071
bua yai,15.5855,102.4259,73.0,99,100,4.25,TH,1619740354
saint anthony,45.0205,-93.218,66.99,24,40,19.57,US,1619740354
vodstroy,48.8416,44.5579,41.0,65,0,8.95,RU,1619740354
okhotsk,59.3833,143.3,37.27,78,72,0.63,RU,1619740355
seydi,39.4816,62.9137,72.28,50,100,20.94,TM,1619740355
harboore,56.6175,8.1807,45.0,66,66,5.99,DK,1619740355
karratha,-20.7377,116.8463,82.18,27,0,6.93,AU,1619740356
faanui,-16.4833,-151.75,81.68,72,74,6.89,PF,1619740356
zhezkazgan,47.8043,67.7144,52.0,50,98,13.69,KZ,1619740356
akdepe,42.0551,59.3788,59.0,82,0,11.5,TM,1619740357
juquitiba,-23.9317,-47.0683,61.0,88,75,11.5,BR,1619740357
manicore,-5.8092,-61.3003,75.2,100,0,2.3,BR,1619740358
gidam,18.9833,81.4,75.69,51,1,1.16,IN,1619740358
benjamin constant,-4.3831,-70.0311,75.2,88,75,3.44,BR,1619740358
flin flon,54.7682,-101.865,42.8,24,1,18.41,CA,1619740359
panjab,34.388,67.0233,46.33,75,91,2.55,AF,1619740359
vardo,70.3705,31.1107,30.79,90,100,18.68,NO,1619740359
tra vinh,9.9347,106.3453,82.58,71,65,7.18,VN,1619740360
oyama,36.3,139.8,69.01,48,20,11.5,JP,1619740360
lagoa vermelha,-28.2086,-51.5258,51.71,71,0,4.25,BR,1619740361
kolpashevo,58.3131,82.9089,39.25,85,95,15.1,RU,1619740361
tommot,58.9564,126.2925,35.06,98,100,2.59,RU,1619740361
kurunegala,7.4863,80.3623,78.8,94,90,3.44,LK,1619740362
ossora,59.2353,163.0719,35.64,99,100,2.21,RU,1619739783
morros,-9.4467,-46.3003,75.11,67,83,3.18,BR,1619740362
gao,16.6362,1.637,88.75,8,0,8.59,ML,1619740228
codrington,-38.2667,141.9667,64.4,51,0,9.69,AU,1619740363
sosnovo-ozerskoye,52.5249,111.5418,31.3,74,100,12.08,RU,1619740363
pishva,35.308,51.7267,62.6,47,0,6.91,IR,1619740363
sinnamary,5.3833,-52.95,76.05,89,100,8.28,GF,1619740364
george town,5.4112,100.3354,79.0,88,20,3.44,MY,1619740356
baykit,61.67,96.37,35.71,82,84,5.41,RU,1619740364
vanimo,-2.6741,141.3028,84.9,69,71,2.17,PG,1619740305
qabaqcol,41.72,46.2647,59.0,94,90,4.61,AZ,1619740365
abapo,-18.8333,-63.4667,59.49,55,5,2.66,BO,1619740365
warwick,41.7001,-71.4162,54.0,100,90,5.75,US,1619740088
barranca,-10.75,-77.7667,67.1,81,3,8.7,PE,1619740366
hauterive,46.0901,3.4459,48.2,81,90,3.44,FR,1619739769
butembo,0.15,29.2833,57.22,95,100,2.91,CD,1619740366
hambantota,6.1241,81.1185,78.85,84,98,7.96,LK,1619740367
omboue,-1.5746,9.2618,78.73,87,100,2.59,GA,1619740367
gigmoto,13.7796,124.39,80.22,69,100,1.45,PH,1619739787
otane,-39.8833,176.6333,64.99,72,15,1.99,NZ,1619740367
pozo colorado,-23.4923,-58.7972,61.92,42,0,5.41,PY,1619740368
college,64.8569,-147.8028,50.0,43,75,4.21,US,1619740368
aquiraz,-3.9014,-38.3911,82.0,83,40,4.61,BR,1619740368
bani,18.2833,-70.3333,75.99,88,14,1.99,DO,1619740369
tautira,-17.7333,-149.15,87.8,58,40,3.44,PF,1619740369
mayo,38.8876,-76.5119,80.6,50,40,13.18,US,1619740080
tigil,57.8,158.6667,40.96,78,71,3.6,RU,1619740370
high level,58.5169,-117.136,46.4,34,75,11.5,CA,1619740370
kholtoson,50.2981,103.3097,34.61,84,100,0.96,RU,1619740370
aksha,50.2814,113.2867,34.09,77,100,8.05,RU,1619740371
bundaberg,-24.85,152.35,73.99,78,40,12.66,AU,1619739781
rafraf,37.1904,10.1837,64.4,68,20,3.44,TN,1619740371
nata,8.3333,-80.5167,80.01,42,100,5.01,PA,1619740372
mirabad,30.4362,61.8383,81.39,23,6,8.16,AF,1619740372
ewa beach,21.3156,-158.0072,82.99,54,75,10.36,US,1619740372
bo rai,12.5728,102.5371,78.01,99,98,2.84,TH,1619740373
samdrup jongkhar,26.9167,91.6167,69.91,44,3,5.48,BT,1619740373
tikapur,28.5,81.1333,77.4,31,41,6.44,NP,1619740374
sanchursk,56.9413,47.2499,32.31,87,31,6.33,RU,1619740374
dwarka,22.2394,68.9678,80.53,75,37,9.01,IN,1619740374
totness,5.8833,-56.3167,77.34,87,99,8.19,SR,1619740375
srednekolymsk,67.45,153.6833,30.36,94,99,5.88,RU,1619740375
abnub,27.2696,31.1511,75.2,33,0,9.22,EG,1619740375
gillette,44.2911,-105.5022,69.8,28,1,14.97,US,1619740376
jaguey grande,22.5269,-81.1286,82.4,51,40,11.5,CU,1619740376
bonavista,48.6499,-53.1147,42.8,81,88,2.3,CA,1619740376
swan river,52.1058,-101.2676,50.0,18,47,9.22,CA,1619740377
ghanzi,-21.5667,21.7833,67.8,48,47,12.5,BW,1619740377
trabzon,40.9167,39.8333,59.0,88,75,11.5,TR,1619740377
ilebo,-4.3167,20.5833,71.1,99,93,1.19,CD,1619740378
gambiran,-6.7988,111.4951,76.87,85,83,4.18,ID,1619740378
pangody,65.85,74.4859,29.5,93,100,9.98,RU,1619740378
camacha,33.0833,-16.3333,60.8,67,40,10.36,PT,1619740379
bolshaya glushitsa,50.2406,43.5908,43.61,57,18,4.25,RU,1619740379
bikaner,28.0167,73.3,86.0,25,97,7.11,IN,1619740379
hun,29.1268,15.9477,85.86,10,77,7.14,LY,1619740380
varhaug,58.6147,5.6457,41.0,70,0,3.44,NO,1619740380
dalvik,65.9702,-18.5286,35.6,87,90,6.91,IS,1619740381
sibolga,1.7427,98.7792,75.11,92,100,4.41,ID,1619740381
anloga,5.7947,0.8973,82.4,83,20,6.91,GH,1619740265
simao,22.7886,100.9748,64.8,88,100,1.61,CN,1619740381
coxim,-18.5067,-54.76,73.58,29,91,4.36,BR,1619740382
korsakovo,53.2677,37.3569,43.2,75,100,9.82,RU,1619740382
bheramara,24.0232,88.9925,81.95,59,8,5.28,BD,1619740382
broome,42.2506,-75.833,57.99,94,90,12.66,US,1619740383
charyshskoye,51.3978,83.5598,53.38,98,100,6.93,RU,1619740383
caravelas,-17.7125,-39.2481,76.62,70,52,11.07,BR,1619740384
margate,51.3813,1.3862,46.0,68,40,1.01,GB,1619740384
morehead,37.2711,-87.1764,66.0,98,91,5.99,US,1619740261
mudgee,-32.5943,149.5871,55.4,94,0,5.75,AU,1619740107
rumoi,43.9344,141.6428,42.51,89,100,19.1,JP,1619740385
tucupita,9.0622,-62.051,73.4,93,84,4.83,VE,1619740385
matara,5.9485,80.5353,76.93,90,90,5.82,LK,1619740385
seoul,37.5683,126.9778,50.0,81,90,1.14,KR,1619739699
santa rosa,14.3122,121.1114,84.99,79,40,2.3,PH,1619740347
najran,17.4924,44.1277,73.4,56,75,2.3,SA,1619740160
walvis bay,-22.9575,14.5053,55.99,82,0,4.61,NA,1619740386
ucluelet,48.9329,-125.5528,54.0,87,90,12.66,CA,1619740386
tabou,4.423,-7.3528,80.1,81,100,5.06,CI,1619740387
wanning,18.8003,110.3967,76.1,86,70,4.07,CN,1619740387
