City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
dawlatabad,36.4141,64.9053,75.67,17,1,0.58,AF,1619646888
acapulco,16.8634,-99.8901,84.2,70,40,12.66,MX,1619646780
beitbridge,-22.2167,30.0,69.6,42,0,7.87,ZW,1619646889
sao filipe,14.8961,-24.4956,73.62,74,19,10.25,CV,1619646889
auki,-8.7676,160.7034,80.76,75,74,2.64,SB,1619646890
katete,-0.7818,29.7544,61.11,92,98,3.47,UG,1619646890
prabumulih,-3.45,104.25,73.04,98,100,2.33,ID,1619646890
bethel,41.3712,-73.414,78.8,36,1,8.05,US,1619646852
buraydah,26.326,43.975,77.0,50,30,4.61,SA,1619646891
tolaga bay,-38.3667,178.3,59.34,60,1,3.89,NZ,1619646892
aquiraz,-3.9014,-38.3911,84.0,74,0,6.91,BR,1619646405
betafo,-19.8333,46.85,58.21,95,29,5.37,MG,1619646892
jicin,50.4372,15.3516,48.99,74,87,6.49,CZ,1619646893
careiro da varzea,-3.2003,-59.8119,78.8,89,75,4.61,BR,1619646893
tuatapere,-46.1333,167.6833,55.99,81,91,7.0,NZ,1619646894
celestun,20.8667,-90.4,89.24,56,2,13.94,MX,1619646894
tungor,53.3808,142.9564,30.36,79,100,11.12,RU,1619646895
aklavik,68.2191,-135.0107,37.4,44,10,9.22,CA,1619646302
thongwa,16.7619,96.5278,80.6,94,40,2.3,MM,1619646896
dinar,38.065,30.1656,62.6,48,75,1.14,TR,1619646896
haines junction,60.7522,-137.5108,41.0,30,67,5.75,CA,1619646897
george,-33.963,22.4617,59.0,88,90,4.61,ZA,1619646897
puerto leguizamo,-0.1934,-74.7819,80.42,75,71,0.76,CO,1619646898
esperance,-33.8667,121.9,69.8,30,100,19.57,AU,1619646898
sarakhs,36.5449,61.1577,73.4,40,93,4.61,IR,1619646899
abnub,27.2696,31.1511,75.2,31,0,11.5,EG,1619646899
san pedro,14.35,121.0167,79.0,78,20,3.44,PH,1619646334
shihezi,44.3,86.0333,63.01,27,4,3.27,CN,1619646901
leh,34.1667,77.5833,35.1,46,69,1.61,IN,1619646901
kiunga,-6.1219,141.2906,72.84,99,100,2.98,PG,1619646901
halifax,44.6453,-63.5724,63.0,44,20,12.66,CA,1619646822
dingle,10.9995,122.6711,74.1,89,62,5.17,PH,1619646902
pindiga,9.9833,10.9333,87.21,13,89,5.06,NG,1619646903
luan,46.3592,6.9759,52.0,95,100,1.01,CH,1619646903
jackson,42.4165,-122.8345,80.01,23,1,4.61,US,1619646904
saskylakh,71.9167,114.0833,18.16,93,84,7.67,RU,1619646904
champerico,14.3,-91.9167,89.6,55,75,9.22,GT,1619646905
ugoofaaru,5.6667,73.0,83.75,75,8,8.48,MV,1619646906
weihe,32.9952,105.3247,46.54,77,0,3.94,CN,1619646906
diu,20.7141,70.9822,80.6,63,37,8.14,IN,1619646907
tombouctou,20.0,-3.0,93.45,11,87,9.13,ML,1619646907
tokur,53.1333,132.9,29.17,91,100,4.85,RU,1619646908
koshurnikovo,54.1667,93.3,39.33,90,100,11.68,RU,1619646908
inuvik,68.3499,-133.7218,37.4,44,28,9.22,CA,1619646909
jardim,-21.4803,-56.1381,68.7,36,45,6.11,BR,1619646909
la rioja,42.25,-2.5,52.0,82,90,5.75,ES,1619646910
inhambane,-23.865,35.3833,73.44,78,0,7.43,MZ,1619646910
nouadhibou,20.931,-17.0347,66.2,88,1,13.8,MR,1619646911
batagay,67.6333,134.6333,18.93,91,76,1.72,RU,1619646911
olafsvik,64.8945,-23.7142,41.97,69,10,5.39,IS,1619646912
san patricio,28.017,-97.5169,86.0,74,75,21.85,US,1619646887
westport,41.1415,-73.3579,72.0,67,1,10.36,US,1619646412
baykit,61.67,96.37,29.34,95,100,2.98,RU,1619646829
gaya,24.7833,85.0,73.4,40,0,6.58,IN,1619646913
kochubey,44.3861,46.5825,56.01,61,100,1.23,RU,1619646914
bud,39.447,-86.1758,68.0,94,90,5.75,US,1619646914
bairnsdale,-37.8333,147.6167,46.0,97,81,2.75,AU,1619646826
chernyshevsk,52.5243,117.0174,26.13,66,96,7.36,RU,1619646916
pyapon,16.2833,95.6833,79.52,80,9,3.22,MM,1619646916
rochefort,45.9167,-1.0,51.8,82,40,9.22,FR,1619646917
mayo,38.8876,-76.5119,86.0,35,1,9.22,US,1619646917
hokitika,-42.7167,170.9667,52.88,68,98,3.22,NZ,1619646918
pangnirtung,66.1451,-65.7125,28.4,74,90,3.44,CA,1619646439
lavrentiya,65.5833,-171.0,26.28,75,6,6.69,RU,1619646628
mahajanga,-15.7167,46.3167,77.0,94,20,1.14,MG,1619646919
del rio,29.3627,-100.8968,86.0,69,75,8.05,US,1619646919
cibitoke,-2.8833,29.25,61.05,92,90,3.44,BI,1619646920
oerlinghausen,51.9545,8.6622,52.0,79,100,5.99,DE,1619646920
san joaquin,37.9333,-121.3011,84.0,18,1,7.72,US,1619646921
selam,11.65,78.1667,79.9,78,0,2.71,IN,1619646921
cockburn town,21.4612,-71.1419,77.0,78,40,9.22,TC,1619646922
mayumba,-3.432,10.6554,77.85,89,94,3.18,GA,1619646922
hambantota,6.1241,81.1185,80.35,83,95,10.8,LK,1619646923
plettenberg bay,-34.0527,23.3716,60.6,86,98,7.2,ZA,1619646924
ahipara,-35.1667,173.1667,61.95,57,17,10.16,NZ,1619646924
sorland,67.667,12.6934,37.08,61,57,14.63,NO,1619646925
marsh harbour,26.5412,-77.0636,75.22,72,83,16.15,BS,1619646440
buguda,19.8167,84.8,78.33,88,80,2.33,IN,1619646926
fort-shevchenko,44.5086,50.263,56.59,72,98,13.29,KZ,1619646926
tura,25.5198,90.2201,76.98,37,0,2.3,IN,1619646927
pescia,43.897,10.6904,57.99,90,96,2.84,IT,1619646928
muros,42.7762,-9.0603,53.01,70,0,10.83,ES,1619646928
belyy yar,53.6039,91.3903,46.4,61,0,13.42,RU,1619646932
biak,-0.9131,122.8766,75.92,80,47,2.24,ID,1619646933
sarangani,5.4033,125.4636,82.78,74,22,10.29,PH,1619646934
porbandar,21.6422,69.6093,81.0,75,100,8.12,IN,1619646934
hay river,60.8156,-115.7999,26.6,59,95,11.5,CA,1619646935
guerrero negro,27.9769,-114.0611,67.98,51,0,16.87,MX,1619646935
vao,-22.6667,167.4833,74.14,53,73,14.9,NC,1619646936
hohhot,40.8106,111.6522,39.2,81,40,8.95,CN,1619646937
poum,-20.2333,164.0167,73.65,58,0,9.17,NC,1619646937
toora-khem,52.4675,96.11,43.0,85,97,8.1,RU,1619646938
tongliao,43.6125,122.2653,47.57,42,98,4.97,CN,1619646942
grindavik,63.8424,-22.4338,41.0,93,0,9.22,IS,1619646942
hervey bay,-25.2986,152.8535,64.99,89,70,4.0,AU,1619646943
chateauroux,46.8167,1.7,51.8,66,0,10.36,FR,1619646917
santa lucia,27.9117,-15.5407,68.0,73,75,6.91,ES,1619646943
orel-izumrud,43.4583,39.9244,59.0,87,30,6.71,RU,1619646944
rognedino,53.8015,33.5576,36.82,88,88,6.64,RU,1619646945
magnitka,55.3475,59.6961,37.29,80,77,10.65,RU,1619646945
ormara,25.2088,64.6357,81.12,78,29,6.08,PK,1619646946
roma,43.2128,-75.4557,60.8,88,90,7.16,US,1619646946
toowoomba,-27.55,151.9667,57.0,100,0,4.61,AU,1619646946
komsomolskiy,40.4272,71.7189,68.0,67,0,2.3,UZ,1619646896
brejo santo,-7.4933,-38.9872,84.2,48,40,3.44,BR,1619646947
bongaree,-27.0797,153.1586,63.0,86,100,3.0,AU,1619646948
tomatlan,19.9333,-105.25,87.66,47,99,12.26,MX,1619646464
san carlos de bariloche,-41.1456,-71.3082,64.4,55,40,16.11,AR,1619646952
waingapu,-9.6567,120.2641,72.52,73,54,3.89,ID,1619646952
isiro,2.7739,27.616,66.85,97,100,2.64,CD,1619646953
flin flon,54.7682,-101.865,35.6,27,75,12.66,CA,1619646940
wattegama,6.7989,81.4808,74.64,93,99,2.95,LK,1619646954
erzincan,39.75,39.5,66.2,30,0,6.91,TR,1619646955
suba,10.8438,121.0102,82.24,73,42,16.55,PH,1619646955
soderhamn,61.3037,17.0592,30.0,85,62,2.06,SE,1619646956
impfondo,1.6381,18.0667,72.82,94,100,2.82,CG,1619646956
mount pleasant,32.7941,-79.8626,78.01,65,20,10.36,US,1619646777
tamiahua,21.2667,-97.45,85.8,68,57,17.74,MX,1619646957
grand gaube,-20.0064,57.6608,75.99,92,100,3.0,MU,1619646958
biloela,-24.4167,150.5,66.11,72,81,11.34,AU,1619646958
salta,-24.7859,-65.4117,66.2,55,40,6.91,AR,1619646233
kalmunai,7.4167,81.8167,79.45,81,99,4.68,LK,1619646959
rocha,-34.4833,-54.3333,56.07,85,27,2.1,UY,1619646959
luderitz,-26.6481,15.1594,60.91,77,0,16.15,NA,1619646960
moen,69.1304,18.6123,30.2,80,90,6.91,NO,1619646960
taybad,34.74,60.7756,74.93,13,99,5.53,IR,1619646961
naze,28.3667,129.4833,69.8,94,75,24.16,JP,1619646942
junin,-34.5838,-60.9433,64.99,23,53,5.93,AR,1619646962
taitung,22.7583,121.1444,75.7,80,89,6.08,TW,1619646962
axim,4.8699,-2.2405,80.71,84,92,7.09,GH,1619646963
hualmay,-11.0964,-77.6139,69.22,80,32,11.1,PE,1619646435
maniitsoq,65.4167,-52.9,36.25,79,100,5.53,GL,1619646964
ontario,34.0633,-117.6509,86.0,15,1,10.36,US,1619646806
akyab,20.15,92.9,79.97,80,1,1.86,MM,1619646965
bitung,1.4451,125.1824,75.2,100,20,1.14,ID,1619646965
kathu,7.9178,98.3332,84.99,94,20,1.14,TH,1619646966
la union,-5.4,-80.75,82.47,46,58,15.82,PE,1619646966
medea,36.2642,2.7539,59.0,94,40,2.3,DZ,1619646967
bosansko grahovo,44.1794,16.3639,41.0,96,100,8.01,BA,1619646967
bairiki,1.3292,172.9752,84.2,74,75,8.05,KI,1619646968
elizabeth city,36.2946,-76.2511,84.2,45,1,14.97,US,1619646969
neka,36.6508,53.299,60.4,92,98,3.11,IR,1619646969
segezha,63.7415,34.3222,30.51,87,100,4.47,RU,1619646973
damietta,31.4165,31.8133,68.0,88,0,12.66,EG,1619646974
laguna,38.421,-121.4238,87.01,14,1,10.36,US,1619646899
mangit,40.5971,70.9607,68.0,34,0,6.91,UZ,1619646974
nelson bay,-32.7167,152.15,57.0,100,20,5.75,AU,1619646975
iracoubo,5.4802,-53.2011,76.95,89,98,10.49,GF,1619646976
anqiu,36.4342,119.1925,56.95,42,82,15.55,CN,1619646976
maralal,1.0968,36.698,58.82,90,38,6.49,KE,1619646977
benjamin hill,30.1667,-111.1,78.01,39,46,8.01,MX,1619646977
ukiah,39.1502,-123.2078,82.99,20,1,5.75,US,1619646978
huntington,38.4193,-82.4452,80.6,54,75,10.36,US,1619646898
cagliari,39.245,9.0912,62.6,77,0,3.44,IT,1619646979
bedesa,8.9,40.7833,63.73,88,100,1.95,ET,1619646979
santiago de cao,-7.9589,-79.2392,66.2,82,95,8.05,PE,1619646980
